text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7(א), 7(ג)",,,,,,,,,,,,,,,,,
"חוק העונשין, תשל""ז-1977: סע'  40 ט', 144 (א)",,,,,,,,,,,,,,,,,
"ביום 17.10.21 הורשע הנאשם, על-יסוד הודאתו בעובדות כתב האישום מתוקן, בביצוע עבירה של החזקת סמים שלא לצריכה עצמית לפי סעיף 7(א) ו-7(ג) לפקודת הסמים המסוכנים (להלן: ""פקודת הסמים המסוכנים"") ובעבירה של החזקת חלק של נשק או תחמושת לפי סעיף 144 (א) לחוק העונשין, תשל""ז-1977 (להלן: ""חוק העונשין"")",,,,,,,,,,,,,,['כן'],,,
"לפי עובדות כתב האישום המתוקן ביום 29.4.19 בסמוך לשעה 15:47 החזיק הנאשם בביתו 31.70 גרם של סם מסוכן מסוג קנבוס, שלא לצריכתו העצמית ומבלי שיש לו רישיון לכך וכן החזיק חלק תחמושת - סתרשף של נשק 16 M - שלא כדין.",,,,,,,,[],"['תת מקלע (תת-מקלע) סוג הנשק המוזכר בכתב האישום הוא תת-מקלע 16 M, או בקיצור M16, שהוא רובה סער']",,,,,,,,
בעניינו של הנאשם לא התקבל תסקיר שירות מבחן.,,,,,,,,,,,,,,,,,
"בדיון שהתקיים ביום 3.8.22, טענו הצדדים לעונש באופן פתוח.",,,,,,,,,,,,,,,,,
"בטרם טענו הצדדים לעונש הגיש ב""כ המאשימה רישום הפלילי של הנאשם (ת/1) ממנו עולה כי לחובתו הרשעות קודמות וביניהן עבירת הסעת שב""ח שלא כדין, החזקת סמים לשימוש עצמי, אלימות ורכוש וכן טיעונים לעונש בכתב מטעם המאשימה (ת/2).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : כן']",,,,,,,,,,,,,,,
"ב""כ המאשימה, תיאר את העבירה שבוצעה על ידי הנאשם, טען לפגיעה משמעותית בערכים המוגנים.",,,,,,,,,,,,,,,,,
"טען למתחם עונש הנע משישה חודשי מאסר בפועל שיכול וירוצו בעבודת שירות ועד 12 חודשי מאסר בפועל ועתר לגזירת עונשו במחצית המתחם, פסילה רישיון, קנס ועונשים צופי פני עתיד.",,,,,,,,,,,,,,,[],[],[]
כל זאת מבלי שמפנה לפסיקה רלוונטית.,,,,,,,,,,,,,,,,,
"ב""כ הנאשמת טענה למתחם ענישה המתחיל במאסר מותנה, הפנתה להנחיות פרקליט המדינה בעבירות נשק ולפסיקה רלוונטית, וטענה כי ניתן להסתפק בעבודות לתועלת הציבור לאור נסיבות חייו הקשות בהן מגדל עם אמו את שלושת ילדים הקטינים לאחר שאימם עזבה והינו מפרנס יחיד, לאור הצגת הבדיקות המעידות כי הנאשם הפסיק להשתמש בסמים (נ/2) ולאור העובדה כי מועד ביצוע העבירות בשנת 2019 לא נפתחו לנאשם תיקים נוספים.",,"['1 : כן', '2 : כן', '3 : לא', '4 : לא', '5 : כן', '6 : לא', '7 : כן', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
לעניין חלק הנשק טוענת כי החלק הזה נשכח אצל הנאשם משירותו הצבאי במשמר הנגב.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הנאשם, הביע צער על המעשים וחזר על נסיבות חייו.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"מידת הפגיעה בערכים המוגנים, בעבירות שביצע הנאשם הינה ברף הנמוך, שכן בעניין החזקת הסמים, הנאשם החזיק ברשותו כמות סם קטנה, ובעניין החזקת חלק הנשק, מדובר בסתרשף, חלק המורכב בקצה הקנה של הרובה, המיועד לפזר את הרשף בעת הירי ולמנוע את זיהוי מקור הירי, לפיכך החלק שנמצא אצל הנאשם כשלעצמו אינו בעל מאפיינים התקפיים ואין בו פוטנציאל לגרימת נזק כפי שיש בהחזקת כלי נשק ממש או חלקי ליבה שלו.",,,,,,,,,['רובה סער מאולתר'],[],,,,,,,
מדיניות הענישה הנהוגה בעבירות אלה מלמדת כי המתחם נע בין מאסר מותנה למספר חודשי מאסר בפועל.,,,,,,,,,,,,,,,,,
"במסגרת בחינת הנסיבות הקשורות בביצוע העבירה בהתאם לסעיף 40 ט' לחוק, בעניין החזקת חלק הנשק, הרי שמדובר במקרה חריג בו מדובר בחלק נשק אזוטרי יחסית, שאינו חיוני להפעלת הנשק.",,,,,,,,,,,,,,,,,
בכך אין וודאי כדי לבטל את פליליות המעשה.,,,,,,,,,,,,,,,,,
"אך על ספקטרום חלקי הנשק האפשריים, הרי שבעוד מכלול הנשק נמצא ברף העליון של החומרה, רכיב כמו סתרשף נמצא ברף הנמוך של החומרה.",,,,,,,,,,,,,,,,,
עוד יצוין כי הצדדים העלו בפניי כי בחקירתו במשטרה טען הנאשם כי הסתרשף נשכח אצלו לאחר שירות הצבאי במשמר הנגב.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
הדברים מקבלים משנה תוקף משהוסכם על הצדדים כי הנאשם שירת בצבא.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
