text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"חוק העונשין, תשל""ז-1977: סע'  31, 40ז, 40ט, 144, 144(ב), 144(ז), 340א(א), 40יא, 40יג(א), 40יג(ג)",,,,,,,,,,,,,,,,,
"הנאשם, אמיר סלאח, הורשע ביום 5.12.24 - בהתאם להודאתו במסגרת הסדר טיעון - בעבירות שנכללו בכתב אישום מתוקן אשר הוגש נגדו, ואשר עניינן נשיאת נשק והובלתו לפי סעיפים 144(ב) רישה וסיפה לחוק העונשין, התשל""ז - 1977 (להלן: ""חוק העונשין"" או ""החוק""), וכן סיוע לירי מנשק חם לפי סעיפים 340א(א) בצירוף לסעיף 31 לחוק.",,,,,,,,,,[],,,,['כן'],,,
"במסגרת ההסדר הנ""ל הוסכם כי הצדדים יטענו לעניין העונש באופן חופשי.",,,,,,,,,,,,,,,,,
עובדות כתב האישום המתוקן,,,,,,,,,,,,,,,,,
"ביום 26.7.24 בשעה 00:30 לערך, הלך הנאשם ברחוב אל עין בכפר פוריידיס, סמוך לחנות המזון ""קינג סטור"" כאשר הוא נושא ומוביל על גופו אקדח מסוג גלוק, טעון במחסנית ובה לפחות חמישה כדורי אקדח בקוטר 9 מ""מ, ונכנס לסמטה הסמוכה לחנות והנמצאת באזור מגורים.",,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",['על גופו'],,,[],['אקדח'],,,,,,,,
"כשהוא בסמטה סייע הנאשם לאדם אחר, שזהותו אינה ידועה במדויק למאשימה, לירות באמצעות האקדח,  לפחות חמישה כדורים באוויר.",,,,,[],,,,['אקדח'],"['ירי', 'ניסיון לירי']",,,,,,,
"באותה עת, שהו בקרבת הסמטה שוטר ומתנדב משטרה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"מששמעו השוטר והמתנדב את קול הירי, נכנסו לניידת ונסעו אל רחוב אל עין.",,,,,,,,,,[],,,,,,,
"לאחר ביצוע הירי, יצא הנאשם בריצה מן הסמטה אל רחוב על עין, כשהוא נושא ומוביל את האקדח, המחסנית והכדורים ומשראה את ניידת המשטרה, השליך את האקדח מידיו, אולם האקדח נתפס על ידי השוטר והמתנדב והנאשם נעצר והובל לתחנת המשטרה.",,,,"['נשק מופרד מתחמושת', 'נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",[],,,[],['אקדח'],"['ירי', 'ניסיון לירי']",,,,,,,
תסקיר לעניין העונש,,,,,,,,,,,,,,,,,
