text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7 (א), 7 (ג), 13, 19א, 36א(א)",,,,,,,,,,,,,,
"* בית המשפט גזר על הנאשמת, שהורשעה על פי הודאתה, בעבירות של סחר בסמים מסוכנים עונש של מאסר למשך 18 חודשים.",,,,,,,,,,,,['18 חודשים'],[],[]
"בית המשפט נדרש לגזור את דינו של הנאשם הנאשמת, שהורשעה על פי הודאתה, בעובדות כתב אישום מתוקן המייחס לה עבירות של החזקה/ שימוש בסמים שלא לצריכה עצמית עבירה לפי סעיף 7 (א) ו- 7 (ג) רישא לפקודת הסמים המסוכנים וכן עבירות של יצוא, יבוא, מסחר, הספקה סמים מסוכנים – לפי סעיפים 13 ו-19א לפקודת הסמים.",,,,,,,,,,,['כן'],,,
"הנאשמת החזיקה בסמים מסוכנים מסוגים שונים ועל רקע קשריה החברתיים סחרה בסמים וסיפקה אותם למכריה ולאחרים, שהופנו אליה באמצעותם.",,,,,,,"['לא בעל המעבדה, בעל הסמים']",,,,,,,
"הנאשמת, קים איפרגן, הורשעה על פי הודאתה, בעובדות כתב אישום מתוקן המייחס לה עבירות של החזקה/ שימוש בסמים שלא לצריכה עצמית עבירה לפי סעיף 7 (א) ו- 7 (ג) רישא לפקודת הסמים המסוכנים (נוסח חדש) תשל""ג – 1973 (להלן: פקודת הסמים) וכן עבירות של יצוא, יבוא, מסחר, הספקה סמים מסוכנים – לפי סעיפים 13 ו- 19א לפקודת הסמים.",,,,,,,,,,,['כן'],,,
"במועדים הרלוונטיים לכתב האישום, התגוררה הנאשמת ביחידת דיור באילת (להלן: הדירה).",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
סם מסוכן מסוג קוקאין במשקל 11.64 גרם נטו.,,,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""סם מסוכן מסוג קוקאין במשקל 11.64 גרם נטו.""']",['[11.64 - גרם]'],['לא בעל המעבדה'],,,,,,,
סם מסוכן מסוג קוקאין במשקל 0.2498 גרם נטו.,,,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""סם מסוכן מסוג קוקאין במשקל 0.2498 גרם נטו.""']",['[0.2498 - גרם]'],['לא בעל הסמים'],,,,,,,
סם מסוכן מסוג LSD במשקל 2.7198 גרם נטו.,,,,,['הסוג הוא [LSD]'],['[2.7198 - גרם]'],,,,,,,,
"סם מסוכן מסוג פסילוצין (המכונה: ""פטריות הזייה"") במשקל 2.3381 גרם נטו.",,,,,['הסוג הוא [פסילוצין]'],['[2.3381 - גרם]'],,,,,,,,
סם מסוכן מסוג קנבוס במשל 152.21 גרם נטו.,,,,,['קנביס (קנבוס)'],['[152.21 - גרם]'],,,,,,,,
סם מסוכן מסוג קנבוס במשקל 116.41 גרם נטו.,,,,,['קנביס (קנבוס)'],['[116.41 - גרם]'],,,,,,,,
