text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION
"ב""כ המאשימה עו""ד דודג'",1.3067728e-05,5.8634573e-06,9.737684e-06,3.6652018e-05,5.493055e-06,3.4893485e-06,5.8339233e-06,3.458824e-05,2.3083472e-05,1.9477495e-05,0.0006402752,5.0202812e-05,0.0005171142,2.2335648e-06
"ב""כ הנאשם עו""ד פרידמן",1.0902538e-05,5.8790733e-06,9.740824e-06,3.6443213e-05,5.6987647e-06,3.5514804e-06,5.8281953e-06,3.233032e-05,2.2050617e-05,1.9343624e-05,0.00030550442,5.469834e-05,0.0004226686,2.2219647e-06
"חוק העונשין, תשל""ז-1977: סע'  144(א), 151",1.5030295e-05,5.159487e-06,9.497284e-06,5.052229e-05,6.4509372e-06,5.813784e-06,6.496128e-06,5.232397e-05,1.9516985e-05,1.98063e-05,0.00019648534,6.402764e-05,0.00032072607,2.6458388e-06
מתיר תיקון כתב האישום כמבוקש.,1.0505911e-05,5.6781932e-06,9.746566e-06,3.416681e-05,4.5829056e-06,1.1098437e-05,1.3935846e-05,3.1419404e-05,1.9373603e-05,2.214511e-05,0.00034418746,7.836148e-05,0.00047475428,5.926867e-06
"ניתנה והודעה היום כ""ח שבט תשע""ו, 07/02/2016 במעמד הנוכחים.",0.00080841983,5.1639418e-06,9.518411e-06,6.216634e-05,4.6740656e-06,7.1274417e-06,7.851629e-06,2.4611734e-05,1.7665117e-05,1.7067568e-05,0.0014800767,6.7149726e-05,0.00040320258,2.8142356e-06
"על יסוד הודאתו, מורשע בזאת הנאשם בנוסף בעבירה של התקהלות אסורה, לפי סעיף 151, לחוק העונשין, תשל""ז-1977.",3.9400293e-05,5.16505e-06,9.510735e-06,4.360402e-05,4.3330665e-06,9.320471e-06,7.144973e-06,2.445479e-05,1.7590273e-05,0.00015817085,0.00022688734,7.031479e-05,0.00024873237,0.99999785
"הנאשם הורשע על יסוד הודאתו, לאחר שחזר בו מכפירתו, במסגרת הסדר טיעון, בכתב אישום מתוקן, בעבירות של החזקת נשק, לפי סעיף 144(א) לחוק העונשין, התשל""ז-1977 (להלן: ""חוק העונשין""), והתקהלות אסורה, לפי סעיף 151 לחוק העונשין.",1.0729172e-05,5.25268e-06,9.43504e-06,6.674421e-05,5.565575e-06,1.5491982e-05,2.5467714e-05,0.58660567,1.793423e-05,0.5572885,0.00022582248,0.00013982208,0.0027341817,0.99999785
"על פי עובדות כתב האישום המתוקן, ביום 12.12.2015, בשעת ערב מאוחרת, הגיעו הנאשם ואחרים, שהם אוהדי קבוצת הכדורגל בית""ר ירושלים, למשחק כדורגל שהיה צפוי להתקיים באצטדיון בלומפילד ביפו (להלן: ""האצטדיון"").",1.0466169e-05,5.1931484e-06,9.598656e-06,7.0442984e-05,0.7856948,7.270248e-05,0.0001913844,0.99946004,1.8267428e-05,0.5659163,0.0012279821,0.00014065945,0.00048941834,0.9517059
"בעת ההמתנה למשחק, שהו הנאשם ואחרים, שישבו ברכב חונה (להלן: ""הרכב""), בחניון סמוך (להלן: ""החניון"").",8.213506e-06,5.14723e-06,9.6100775e-06,6.4629174e-05,0.9991704,3.0410856e-05,4.9687613e-05,0.998109,1.9612851e-05,0.54935837,0.00097014057,9.542037e-05,0.0003048911,3.0062986e-06
"במועד זה ערכו שוטרים סריקות באזור מגרש הכדורגל והחניון, לאיתור אוהדים המפרים את הסדר או צורכים אלכוהול.",7.074769e-06,5.2844043e-06,9.656159e-06,7.970887e-05,0.9952099,0.00020010103,0.00023014263,0.97818965,2.15404e-05,0.9723431,0.00033182072,9.247182e-05,0.0004571662,3.5701134e-06
"בהגיע השוטרים לחניון, בעת שהתקרבו לעבר הנאשם ואחרים, תפס הנאשם בידו רימון הלם מסוג M7920 (להלן: ""הרימון"") שהיה מונח ברכב, אותו החזיק, ללא רשות על פי דין, והשליכו אל מתחת לרכב.",7.116113e-06,5.2183186e-06,0.9999962,0.77748966,0.9999871,0.95945543,0.99964297,0.99996233,0.99999654,0.9999918,0.0010509369,0.000115140254,0.0003164149,3.3691324e-06
במעשיו השתתף הנאשם בהתקהלות אסורה.,6.5968475e-06,5.6254644e-06,9.978402e-06,4.395237e-05,7.9001275e-06,0.5778446,1.5381955e-05,0.997846,2.2399308e-05,0.9997819,0.0010331107,7.025186e-05,0.00082060474,2.5257539e-06
