text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"הנאשם הורשע עפ""י הודייתו בעובדות כתב אישום מתוקן בעבירות שעניינן גידול סם מסוכן, לפי סעיף 6 רישא לפקודת הסמים המסוכנים [נוסח חדש], התשל""ג – 1973 (להלן: ""פקודת הסמים"" או ""הפקודה""), החזקת סם מסוכן שלא לצריכה עצמית, לפי סעיף 7(א) ו – (ג) לפקודת הסמים והחזקת כלים המשמשים להכנת סם מסוכן, לפי סעיף 10 רישא לפקודה.",,,,,,,,,,,['כן'],,,
"עפ""י עובדות כתב האישום המתוקן, החל מחודש נובמבר 2011 גידל הנאשם בדירה ששכר בפתח תקווה, סם מסוכן מסוג קנבוס.",,,,,['קנביס (קנבוס)'],,,,,,,,,
"ביום 6.5.12 הוא החזיק בדירה קנבוס במשקל כולל של 33.5 ק""ג וכן החזיק כלים אסורים המשמשים להכנת הסם: משקל אלקטרוני לשקילת מנות סם, ונטילאטור, 9 מנורות חימום, תרמוסטט, מד חמצון ומד מליחות.",,,,,['קנביס'],"['[33.5 - ק""ג]']",['[בעל הסמים]'],['לא'],,,,,,
"הנאשם כבן 33, חי עם בת זוג ולשניים ילד כבן שנתיים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"עובר למעצרו ניהל הנאשם עסק עצמאי ומצליח בתחום השיפוצים, התגורר עם בת זוגו וילדו וניהל חיים נורמטיביים, כך למראית עין.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"הנאשם סיים 14 שנות לימוד, לרבות לימודי הנדסאות ומכונאות רכב.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"סמוך לגיוסו לצה""ל, עבר תאונת דרכים, בעקבותיה שוחרר מהצבא ובהמשך החל לעבוד כעצמאי בתחום השיפוצים.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"בשנת 07' הורשע הנאשם בעבירה של החזקת סם לצריכה עצמית וגידול סם מסוכן והוטל עליו עונש של""צ, אשר הופקע משהתגלה כי המשיך להשתמש בסם, אז נגזר עליו עונש מאסר מותנה שהינו בר הפעלה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : כן', '10 : כן', '11 : לא']",,,,,,,,,,,,
"לדבריו, גידול הסמים נעשה על רקע התמכרותו לסם מסוג קנביס, אותו צרך מדי יום, מאז שנחשף אליו בטיול שערך לאחר הצבא.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
עם שחרורו לחלופת מעצר החל הנאשם בטיפול גמילה.,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
