text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION,PUNISHMENT_ACTUAL,PUNISHMENT_SUSPENDED,PUNISHMENT_FINE
"תקנות התעבורה, תשכ""א-1961 - לא מרובדות: סע'  26(2)",,,,,,,,,,,,,,
* גזר דין בעניינו של נאשם שהורשע בעבירה של גרימת מוות בנהיגה רשלנית ובעבירה של נהיגה תחת השפעת סם משכר.,,,,,,,,,,,,,,
"ביהמ""ש הטיל על הנאשם מאסר בפועל מאחורי סורג ובריח לתקופה של 12 חודשים, פסילת רישיון נהיגה לתקופה של 10 שנים, לצד ענישה נלווית.",,,,,,,,,,,,"['הנאשם קיבל 12 חודשי מאסר בפועל, לא על תנאי']",[],[]
"הנאשם הורשע, על פי הודאתו, בעבירה של גרימת מוות בנהיגה רשלנית ובעבירה של נהיגה תחת השפעת סם משכר.",,,,,,,,,,,['כן'],,,
"יש להטיל על הנאשם מאסר בפועל מאחורי סורג ובריח לתקופה של 12 חודשים, שני מאסרים על תנאי, פסילת רישיון נהיגה לתקופה של 10 שנים בפועל, פסילה על תנאי ופיצוי להורי המנוחה בסכום של 25,000 ₪.",,,,,,,,,,,,['12 חודשים'],['הנאשם קיבל שני מאסרים על תנאי'],[]
"הנאשם הורשע על פי הודאתו בכתב אישום מתוקן בעבירות של  גרימת מוות בנהיגה רשלנית, עבירה לפי סעיף 40 ביחד עם סעיף 64   לפקודת התעבורה [נוסח חדש], (להלן: ""פקודת התעבורה"")  ונהיגה תחת השפעת סם משכר, עבירה  לפי תקנה 26(2) לתקנות התעבורה, תשכ""א-1961 (להלן: ""תקנות התעבורה"").",,,,,,,,,,,['כן'],,,
"עובר לכך, צרך הנאשם סם מסוכן מסוג קוקאין ורכב על האופנוע כשגופו ריכוז של 93 נ""ג/מ""ל של BENZOYLECGONINE המהווה תוצר חילוף חומרים של קוקאין, אשר הנו סם מסוכן לפי הגדרתו בפקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973.",,,,,"['הסוג הוא [קוקאין], כפי שמצוין בטקסט: ""...רכוב על האופנוע כשגופו ריכוז של 93 נ""ג/מ""ל של BENZOYLECGONINE המהווה תוצר חילוף חומרים של קוקאין, אשר הנו סם מס']","['[93 - נ""ג/מ""ל]']",,,,,,,,
הנאשם רכב כשבדמו תוצרי חילוף חומרים של סם מסוכן,,,,,,,,,,,,,,
"במסגרת הטיעונים לעונש פירט אביה של המנחה, מר שי צפון את הנסיבות בהן למד על אודות התאונה, טען שהנאשם לא הביא חרטה וצער כשהודאתו ניתנה לאחר שהבין שנקלע למבוי סתום, הוסיף כי בזמן השבעה ניסה אביו של הנאשם ליצור קשר אך הוא סירב לכך, ציין כי כל חיו השתנו כך שהוא אינו מתפקד כראוי ועתר להטלת עונש מקסימאלי תוך הצבעה על כך שהנאשם היה מסומם.",,"['1 : לא', '2 : כן', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,['לא'],,,,,
"כן הדגיש כי המנוחה קיבלה רישיון זמן קצר עובר לתאונה לאחר שעברה את הטסט והתיאוריה בפעמים הראשונות, הליך קבורתה של המנוחה היה מורכב מאחר ולא ניתן לקבור מי שאינה יהודייה בבית קברות מסודר וכי הדבר היחיד שיקל עליו הנו הטלת העונש המירבי על הנאשם.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
"היא פרטה כי המנוחה רכשה רכב בצבע לבן שהיה האהוב עליה, שאפה ללמוד אדריכלות ועיצוב פנים, השיגה את מטרותיה ורק דבר אחד לא קיבלה- חייה.",,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,
